3, 0, 1, 0, 34, 0, 0, 0, 37, 0, 2, 0, 33, 2
1, 2, 1, 4, 106, 0, 0, 4, 100, 1, 1, 4, 37, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1, 2, 1, 4, 95, 0, 0, 4, 98, 0, 1, 4, 4, 1
1, 2, 1, 3, 4, 0, 0, 3, 4, 3, 3, 3, 3, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 3, 1, 0, 1613, 0, 0, 0, 1629, 6, 6, 0, 1520, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 1
1, 2, 1, 0, 92, 0, 0, 0, 92, 1, 1, 0, 66, 1
1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1
1, 1, 1, 0, 222, 0, 0, 0, 240, 1, 3, 0, 222, 1
1, 2, 1, 0, 3, 0, 0, 0, 1, 1, 1, 0, 3, 1
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1
1, 2, 1, 0, 71, 0, 0, 0, 71, 3, 3, 0, 69, 1
1, 7, 1, 160282, 386128, 0, 0, 321934, 384474, 8, 6, 204414, 456033, 1
1, 2, 1, 0, 132, 0, 0, 0, 133, 2, 2, 0, 143, 1
1, 2, 1, 0, 148, 0, 0, 0, 140, 3, 3, 0, 130, 1
1, 3, 1, 0, 950, 0, 0, 0, 958, 6, 5, 0, 1399, 1
1, 6, 1, 0, 460, 0, 0, 0, 486, 28, 24, 0, 435, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1, 7, 1, 0, 165, 0, 0, 0, 163, 12, 7, 0, 100, 1
1, 6, 1, 0, 100, 0, 0, 0, 104, 8, 4, 0, 31, 1
1, 4, 1, 0, 95, 0, 0, 0, 95, 3, 1, 2, 38, 1
1, 2, 1, 0, 93, 0, 0, 0, 72, 4, 4, 0, 18, 1
1, 2, 1, 0, 26, 0, 0, 0, 16, 1, 1, 0, 18, 1
1, 2, 1, 0, 58, 0, 0, 0, 59, 3, 3, 0, 20, 1
1, 2, 1, 0, 7, 0, 0, 0, 7, 1, 1, 0, 1, 1
1, 2, 1, 0, 37, 0, 0, 0, 35, 1, 1, 0, 0, 1
1, 2, 1, 0, 8, 0, 0, 0, 8, 2, 2, 0, 1, 1
1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1
1, 2, 1, 15, 525, 0, 0, 18, 523, 4, 4, 15, 298, 1
1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
1, 2, 1, 3, 26, 0, 0, 3, 9, 1, 1, 13, 3, 1
